,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
77388,user_1143,The target has four tuning heads,3RANCT1ZVHARP85K19M1ZN8XWOCBUG,46.0,653405d4777d063351c29c30f86deb78,guitar,ShapeNet,f7938e387f8ee3f8f94083089dddc4d3,guitar,ShapeNet,False,guitar/ShapeNet/f7938e387f8ee3f8f94083089dddc4d3,guitar/ShapeNet/653405d4777d063351c29c30f86deb78,True,guitar,guitar,0,"['the', 'target', 'has', 'four', 'tuning', 'heads']",6,the target has four tuning heads,train,train,train,train,"[1, 10, 11, 24, 322, 3883, 473, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77390,user_1088,They body is more ornate and less simple,336YQZE83X76NKJ2RX425RRB9Q3M5I,161.0,b004331ee5cc39caa24eeca91f583600,guitar,ShapeNet,ef4fd97b0605d39d3f1082c2ac460e88,guitar,ShapeNet,False,guitar/ShapeNet/ef4fd97b0605d39d3f1082c2ac460e88,guitar/ShapeNet/b004331ee5cc39caa24eeca91f583600,True,guitar,guitar,0,"['they', 'body', 'is', 'more', 'ornate', 'and', 'less', 'simple']",8,they body is more ornate and less simple,train,train,train,train,"[1, 752, 45, 7, 34, 191, 47, 229, 421, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
77392,user_1252,The top of the head of the target guitar is pointed.,34X6J5FLPVR5FYWF8SFDNAUL1G2QJE,507.0,da8ee6c488a2f4e093f806b1ecaee483,guitar,ShapeNet,233064561655ddbce4ca9fc57c06f078,guitar,ShapeNet,False,guitar/ShapeNet/233064561655ddbce4ca9fc57c06f078,guitar/ShapeNet/da8ee6c488a2f4e093f806b1ecaee483,True,guitar,guitar,0,"['the', 'top', 'of', 'the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'pointed']",11,the top of the head of the target guitar is pointed,train,train,train,train,"[1, 10, 99, 38, 10, 107, 38, 10, 11, 757, 7, 387, 2, 0, 0, 0, 0, 0]",head
77395,user_1252,The head of the Target guitar is upwards slanted and pointed at the top.,3R0T90IZ1U5RUVWVV4TF6SDO51NGCI,213.0,abf0a261cd0d01512c6fb4acc0f83de6,guitar,ShapeNet,ca3930d49357ef676d9376f644442e99,guitar,ShapeNet,False,guitar/ShapeNet/ca3930d49357ef676d9376f644442e99,guitar/ShapeNet/abf0a261cd0d01512c6fb4acc0f83de6,False,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'upwards', 'slanted', 'and', 'pointed', 'at', 'the', 'top']",14,the head of the target guitar is upwards slanted and pointed at the top,test,train,test,train,"[1, 10, 107, 38, 10, 11, 757, 7, 209, 674, 47, 387, 98, 10, 99, 2, 0, 0]",head
77398,user_354,Its body looks like a toilet bowl,36H9ULYP64N8O966UC4JBBQ7U4KFJG,46.0,4110ce992cd45b83d3270fc46b08e35e,guitar,ShapeNet,97aebbc8b63432d3d2f0cc036969ee4f,guitar,ShapeNet,False,guitar/ShapeNet/97aebbc8b63432d3d2f0cc036969ee4f,guitar/ShapeNet/4110ce992cd45b83d3270fc46b08e35e,False,guitar,guitar,0,"['its', 'body', 'looks', 'like', 'a', 'toilet', 'bowl']",7,its body looks like a toilet bowl,train,train,train,train,"[1, 5, 45, 33, 35, 26, 2282, 178, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
77400,user_1088,Thr body is wider and less ornate,3HHRAGRYXAYDOA6Q73WW9BLIQKZ9O5,133.0,9dcc9c7653ade6f363e148e250c0340d,guitar,ShapeNet,c99fd50cca7aebcf63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/c99fd50cca7aebcf63e148e250c0340d,guitar/ShapeNet/9dcc9c7653ade6f363e148e250c0340d,True,guitar,guitar,0,"['thr', 'body', 'is', 'wide', '-er', 'and', 'less', 'ornate']",8,thr body is wide -er and less ornate,train,train,train,train,"[1, 2523, 45, 7, 83, 9, 47, 229, 191, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
77401,user_2001,The bottom edge of the target's body is straight,3WJEQKOXAAV6X19UT7CLTAJU3SBA14,77.0,9dcc9c7653ade6f363e148e250c0340d,guitar,ShapeNet,c99fd50cca7aebcf63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/c99fd50cca7aebcf63e148e250c0340d,guitar/ShapeNet/9dcc9c7653ade6f363e148e250c0340d,True,guitar,guitar,0,"['the', 'bottom', 'edge', 'of', 'the', 'target', ""'s"", 'body', 'is', 'straight']",10,the bottom edge of the target 's body is straight,train,train,train,train,"[1, 10, 76, 631, 38, 10, 11, 12, 45, 7, 114, 2, 0, 0, 0, 0, 0, 0]",body
77404,user_354,Its knobs on its body are situated closer together,3QY7M81QH9FQK0XIUE6JOYD3B5AK7P,89.0,4899c1d7a3af5cc737058b1eaa7b4b1,guitar,ShapeNet,5cfe03b0754039625afc17996a7c83c5,guitar,ShapeNet,False,guitar/ShapeNet/5cfe03b0754039625afc17996a7c83c5,guitar/ShapeNet/4899c1d7a3af5cc737058b1eaa7b4b1,True,guitar,guitar,0,"['its', 'knobs', 'on', 'its', 'body', 'are', 'situated', 'close', '-er', 'together']",10,its knobs on its body are situated close -er together,train,train,train,train,"[1, 5, 224, 20, 5, 45, 16, 810, 1025, 9, 220, 2, 0, 0, 0, 0, 0, 0]",body
77406,user_354,It has tuning pegs on both sides of its headstock,3YOH7BII0B0SVQYECC9ZUCT6XU1KVF,45.0,80f912aac9b3be34e1f2a1daf140ac9f,guitar,ShapeNet,727fcc85add981325e683993f34d42f2,guitar,ShapeNet,False,guitar/ShapeNet/727fcc85add981325e683993f34d42f2,guitar/ShapeNet/80f912aac9b3be34e1f2a1daf140ac9f,True,guitar,guitar,0,"['it', 'has', 'tuning', 'pegs', 'on', 'both', 'sides', 'of', 'its', 'headstock']",10,it has tuning pegs on both sides of its headstock,train,train,train,train,"[1, 23, 24, 3883, 2023, 20, 470, 360, 38, 5, 3882, 2, 0, 0, 0, 0, 0, 0]",head
77408,user_354,Its tuners are all on the left side of its headstock,3A1COHJ8NLO3IO1TYYVSP6T6U968HS,45.0,3ca24964106a34e2f8b3e7c2833060bc,guitar,ShapeNet,7027bc171baae1d663e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/7027bc171baae1d663e148e250c0340d,guitar/ShapeNet/3ca24964106a34e2f8b3e7c2833060bc,False,guitar,guitar,0,"['its', 'tuners', 'are', 'all', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",11,its tuners are all on the left side of its headstock,train,train,train,train,"[1, 5, 3887, 16, 367, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0, 0, 0]",head
77409,user_1577,has frets installed on neck,3I0BTBYZAZE7MUMFDUM1IRIR16WY0H,73.0,3ca24964106a34e2f8b3e7c2833060bc,guitar,ShapeNet,7027bc171baae1d663e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/7027bc171baae1d663e148e250c0340d,guitar/ShapeNet/3ca24964106a34e2f8b3e7c2833060bc,False,guitar,guitar,0,"['has', 'frets', 'installed', 'on', 'neck']",5,has frets installed on neck,train,train,train,train,"[1, 24, 3879, 1077, 20, 509, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
77410,user_1154,The head stock leans to the right and is curved.,3KXIR214I69YKXB93A28LQ7Z34O24T,113.0,54eedf9608f598d5329909d772c2a884,guitar,ShapeNet,4b325df8da005995f0e1c0df18936d05,guitar,ShapeNet,False,guitar/ShapeNet/4b325df8da005995f0e1c0df18936d05,guitar/ShapeNet/54eedf9608f598d5329909d772c2a884,False,guitar,guitar,0,"['the', 'head', 'stock', 'leans', 'to', 'the', 'right', 'and', 'is', 'curved']",10,the head stock leans to the right and is curved,train,train,train,train,"[1, 10, 107, 1952, 393, 58, 10, 118, 47, 7, 51, 2, 0, 0, 0, 0, 0, 0]",head
77412,user_65,Its headstock is split in two,3TE3O8573215L3D7EMYLTJI9VHZ2R1,156.0,c8010d22e39c2f0c2b996d5d44e09408,guitar,ShapeNet,4ff4b6305e3d5e2ad57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/4ff4b6305e3d5e2ad57700c05b1862d8,guitar/ShapeNet/c8010d22e39c2f0c2b996d5d44e09408,False,guitar,guitar,0,"['its', 'headstock', 'is', 'split', 'in', 'two']",6,its headstock is split in two,train,train,train,train,"[1, 5, 3882, 7, 1269, 90, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77413,user_1598,"The target's headstock is in the shape of an upside down ""V"".",3KKG4CDWKKR9KHW8OJHNVDFD9BJ94F,93.0,c8010d22e39c2f0c2b996d5d44e09408,guitar,ShapeNet,4ff4b6305e3d5e2ad57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/4ff4b6305e3d5e2ad57700c05b1862d8,guitar/ShapeNet/c8010d22e39c2f0c2b996d5d44e09408,False,guitar,guitar,0,"['the', 'target', ""'s"", 'headstock', 'is', 'in', 'the', 'shape', 'of', 'an', 'upside', 'down', 'v']",13,the target 's headstock is in the shape of an upside down v,train,train,train,train,"[1, 10, 11, 12, 3882, 7, 90, 10, 93, 38, 72, 91, 44, 384, 2, 0, 0, 0]",head
77415,user_1644,The neck is longer.,3EKVH9QME0XBKTU2WL31OU15GM62D5,54.0,6c731c424671345c63e6b27c89da971e,guitar,ShapeNet,5294e1ae86ec43bf8b6c1eb99bbc3bf2,guitar,ShapeNet,False,guitar/ShapeNet/5294e1ae86ec43bf8b6c1eb99bbc3bf2,guitar/ShapeNet/6c731c424671345c63e6b27c89da971e,False,guitar,guitar,0,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,train,train,train,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
77416,user_1032,its headstock is longer,3U5JL4WY5M2ZLDE6RZN1BG1VGK9X4X,87.0,73f004a0f2c5e09b1f20024850a8a0,guitar,ShapeNet,8c3d3e69d03d3443e84e459fb01822f,guitar,ShapeNet,False,guitar/ShapeNet/8c3d3e69d03d3443e84e459fb01822f,guitar/ShapeNet/73f004a0f2c5e09b1f20024850a8a0,True,guitar,guitar,0,"['its', 'headstock', 'is', 'long', '-er']",5,its headstock is long -er,train,train,train,train,"[1, 5, 3882, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77418,user_354,Its headstock is shaped like an up arrow,333U7HK6IB8BQPSA369TNBNMITKJDT,57.0,f430d1ecf9ebbf23d57700c05b1862d8,guitar,ShapeNet,b6f67c7088197a76f4b498e11fb60a4b,guitar,ShapeNet,False,guitar/ShapeNet/b6f67c7088197a76f4b498e11fb60a4b,guitar/ShapeNet/f430d1ecf9ebbf23d57700c05b1862d8,True,guitar,guitar,0,"['its', 'headstock', 'is', 'shaped', 'like', 'an', 'up', 'arrow']",8,its headstock is shaped like an up arrow,train,train,train,train,"[1, 5, 3882, 7, 14, 35, 72, 269, 867, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
77419,user_1598,The target has a triangular headstock that looks like a diamond.,3IGI0VL649DYDCAK8DF1RCG2VPLONK,163.0,f430d1ecf9ebbf23d57700c05b1862d8,guitar,ShapeNet,b6f67c7088197a76f4b498e11fb60a4b,guitar,ShapeNet,False,guitar/ShapeNet/b6f67c7088197a76f4b498e11fb60a4b,guitar/ShapeNet/f430d1ecf9ebbf23d57700c05b1862d8,True,guitar,guitar,0,"['the', 'target', 'has', 'a', 'triangular', 'headstock', 'that', 'looks', 'like', 'a', 'diamond']",11,the target has a triangular headstock that looks like a diamond,train,train,train,train,"[1, 10, 11, 24, 26, 564, 3882, 172, 33, 35, 26, 413, 2, 0, 0, 0, 0, 0]",head
77421,user_1885,its body is angular,32AT8R96GN2Q6UMMCV8WPCIX0CBSUB,162.0,9925355d4b0deff6247a5be450795511,guitar,ShapeNet,a3c93f4327a923b3dbea3103e4ab595f,guitar,ShapeNet,False,guitar/ShapeNet/a3c93f4327a923b3dbea3103e4ab595f,guitar/ShapeNet/9925355d4b0deff6247a5be450795511,False,guitar,guitar,0,"['its', 'body', 'is', 'angular']",4,its body is angular,train,train,train,train,"[1, 5, 45, 7, 426, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
77422,user_354,Its body has a rounded design,308XBLVESKXZ9GD3XFRWUCLDPOLBRN,44.0,b35e8f73d68885059e25703eed62525b,guitar,ShapeNet,bd1705d6d87fc81f6505b7589f976309,guitar,ShapeNet,False,guitar/ShapeNet/bd1705d6d87fc81f6505b7589f976309,guitar/ShapeNet/b35e8f73d68885059e25703eed62525b,False,guitar,guitar,0,"['its', 'body', 'has', 'a', 'rounded', 'design']",6,its body has a rounded design,train,train,train,train,"[1, 5, 45, 24, 26, 48, 192, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
77423,user_1598,The target's headstock does not look like a triangle.,34MAJL3QP6GN5F7S7AGD40CR9Q3431,107.0,b35e8f73d68885059e25703eed62525b,guitar,ShapeNet,bd1705d6d87fc81f6505b7589f976309,guitar,ShapeNet,False,guitar/ShapeNet/bd1705d6d87fc81f6505b7589f976309,guitar/ShapeNet/b35e8f73d68885059e25703eed62525b,False,guitar,guitar,0,"['the', 'target', ""'s"", 'headstock', 'does', 'not', 'look', 'like', 'a', 'triangle']",10,the target 's headstock does not look like a triangle,train,train,train,train,"[1, 10, 11, 12, 3882, 39, 40, 186, 35, 26, 608, 2, 0, 0, 0, 0, 0, 0]",head
77424,user_354,Its headstock is shorter in height,3ZY8KE4ISLWE6TW9PHTWQY5FWT6VQH,81.0,c7f501f73e11ee3352e5d4d2615db5b,guitar,ShapeNet,601e01d49a1daf2c79f4a19b034b33f,guitar,ShapeNet,False,guitar/ShapeNet/601e01d49a1daf2c79f4a19b034b33f,guitar/ShapeNet/c7f501f73e11ee3352e5d4d2615db5b,False,guitar,guitar,0,"['its', 'headstock', 'is', 'short', '-er', 'in', 'height']",7,its headstock is short -er in height,train,train,train,train,"[1, 5, 3882, 7, 8, 9, 90, 117, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77425,user_920,The top of the target's headstock has points.,3IXEICO794C6JJ905DFJJB03ZI3T6D,68.0,c7f501f73e11ee3352e5d4d2615db5b,guitar,ShapeNet,601e01d49a1daf2c79f4a19b034b33f,guitar,ShapeNet,False,guitar/ShapeNet/601e01d49a1daf2c79f4a19b034b33f,guitar/ShapeNet/c7f501f73e11ee3352e5d4d2615db5b,False,guitar,guitar,0,"['the', 'top', 'of', 'the', 'target', ""'s"", 'headstock', 'has', 'points']",9,the top of the target 's headstock has points,train,train,train,train,"[1, 10, 99, 38, 10, 11, 12, 3882, 24, 298, 2, 0, 0, 0, 0, 0, 0, 0]",head
77429,user_1154,The upper bout curves in towards the neck and is pointed.,3IXQG4FA2VRT5GHH3YRA3RLJJBOB9R,1014.0,eece2b501ee7563683ce694a1c6f6c51,guitar,ShapeNet,6554f6429eb7b67585e3c97721f726e4,guitar,ShapeNet,False,guitar/ShapeNet/6554f6429eb7b67585e3c97721f726e4,guitar/ShapeNet/eece2b501ee7563683ce694a1c6f6c51,False,guitar,guitar,0,"['the', 'upper', 'bout', 'curves', 'in', 'towards', 'the', 'neck', 'and', 'is', 'pointed']",11,the upper bout curves in towards the neck and is pointed,train,train,train,train,"[1, 10, 1050, 3888, 156, 90, 382, 10, 509, 47, 7, 387, 2, 0, 0, 0, 0, 0]",neck
77430,user_354,Its tuners are all on the left side of its headstock,3QIYRE09Y5ADHK3J2BHQFG3U2EH1NG,142.0,7d81905ed85f66f40c20797381ee39f,guitar,ShapeNet,3ad4c0cc3aab8cf31377689fa4e4b2d6,guitar,ShapeNet,False,guitar/ShapeNet/3ad4c0cc3aab8cf31377689fa4e4b2d6,guitar/ShapeNet/7d81905ed85f66f40c20797381ee39f,True,guitar,guitar,0,"['its', 'tuners', 'are', 'all', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",11,its tuners are all on the left side of its headstock,test,train,test,train,"[1, 5, 3887, 16, 367, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0, 0, 0]",head
77431,user_2001,The target has tuning pegs on one side of the headstock,3NLZY2D53RIBAOKFBDRQ3P7D5W3LQP,62.0,7d81905ed85f66f40c20797381ee39f,guitar,ShapeNet,3ad4c0cc3aab8cf31377689fa4e4b2d6,guitar,ShapeNet,False,guitar/ShapeNet/3ad4c0cc3aab8cf31377689fa4e4b2d6,guitar/ShapeNet/7d81905ed85f66f40c20797381ee39f,True,guitar,guitar,0,"['the', 'target', 'has', 'tuning', 'pegs', 'on', 'one', 'side', 'of', 'the', 'headstock']",11,the target has tuning pegs on one side of the headstock,test,train,test,train,"[1, 10, 11, 24, 3883, 2023, 20, 19, 22, 38, 10, 3882, 2, 0, 0, 0, 0, 0]",head
77432,user_156,It does not have any slots cut into its head.,3ZR9AIQJUD2RON8VONYU22EK65S40X,78.0,fecefd8313bb5bcdd86d4f3257dfa437,guitar,ShapeNet,854baed942f075b4d1f4e3beb8257c5a,guitar,ShapeNet,False,guitar/ShapeNet/854baed942f075b4d1f4e3beb8257c5a,guitar/ShapeNet/fecefd8313bb5bcdd86d4f3257dfa437,True,guitar,guitar,0,"['it', 'does', 'not', 'have', 'any', 'slots', 'cut', 'into', 'its', 'head']",10,it does not have any slots cut into its head,train,train,train,train,"[1, 23, 39, 40, 84, 278, 1097, 1231, 148, 5, 107, 2, 0, 0, 0, 0, 0, 0]",head
77433,user_354,It does not have any gaps in its headstock,3ERMJ6L4D0LLAOXLFQJZ3B570A3M7U,76.0,fecefd8313bb5bcdd86d4f3257dfa437,guitar,ShapeNet,854baed942f075b4d1f4e3beb8257c5a,guitar,ShapeNet,False,guitar/ShapeNet/854baed942f075b4d1f4e3beb8257c5a,guitar/ShapeNet/fecefd8313bb5bcdd86d4f3257dfa437,True,guitar,guitar,0,"['it', 'does', 'not', 'have', 'any', 'gaps', 'in', 'its', 'headstock']",9,it does not have any gaps in its headstock,train,train,train,train,"[1, 23, 39, 40, 84, 278, 1215, 90, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0]",head
77434,user_1577,headstock is v shaped,31Z0PCVWUM8PNJN5ONKBPP0ZUIL7T2,51.0,b2f7148aedd45f2e48067bd564571c7d,guitar,ShapeNet,14038f17e185433993f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/14038f17e185433993f0194265a9746c,guitar/ShapeNet/b2f7148aedd45f2e48067bd564571c7d,False,guitar,guitar,0,"['headstock', 'is', 'v', 'shaped']",4,headstock is v shaped,train,train,train,train,"[1, 3882, 7, 384, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77437,user_1598,The target has fewer tuners on its headstock.,34Z02EIMIU6B58NL3OZ2AAQCM4U0TA,100.0,6b1648834de5c0c910a26d9d3646f933,guitar,ShapeNet,70d9a5d0330abd9df4b498e11fb60a4b,guitar,ShapeNet,False,guitar/ShapeNet/70d9a5d0330abd9df4b498e11fb60a4b,guitar/ShapeNet/6b1648834de5c0c910a26d9d3646f933,False,guitar,guitar,0,"['the', 'target', 'has', 'few', '-er', 'tuners', 'on', 'its', 'headstock']",9,the target has few -er tuners on its headstock,train,train,train,train,"[1, 10, 11, 24, 859, 9, 3887, 20, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0]",head
77438,user_920,"The top of the target's hedstock has a ""W"".",3XLBSAQ9Z65L9VW4UF9TBD1GFTGZ7D,88.0,4bd2492d56d6b8c537b5646da91e9ed0,guitar,ShapeNet,b7e1c7e7ddd1485277df4c4d253ba3a,guitar,ShapeNet,False,guitar/ShapeNet/b7e1c7e7ddd1485277df4c4d253ba3a,guitar/ShapeNet/4bd2492d56d6b8c537b5646da91e9ed0,True,guitar,guitar,0,"['the', 'top', 'of', 'the', 'target', ""'s"", 'headstock', 'has', 'a', 'w']",10,the top of the target 's headstock has a w,train,train,train,train,"[1, 10, 99, 38, 10, 11, 12, 3882, 24, 26, 2971, 2, 0, 0, 0, 0, 0, 0]",head
77440,user_354,It has more knobs on the right side of its body,3LEIZ60CDLSPNEKX9C7DP9SMA8S9Z1,52.0,fb1a79f06ffbcaf540c20797381ee39f,guitar,ShapeNet,87650e8ff3d85672381b7fbf79296afb,guitar,ShapeNet,False,guitar/ShapeNet/87650e8ff3d85672381b7fbf79296afb,guitar/ShapeNet/fb1a79f06ffbcaf540c20797381ee39f,False,guitar,guitar,0,"['it', 'has', 'more', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",11,it has more knobs on the right side of its body,train,train,train,train,"[1, 23, 24, 34, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
77445,user_1154,The headstock has two points at its top.,38F71OA9GVPYPHCRX9HBR3IOYZEMFS,247.0,5beb3384470cfb3e18edda4db8cbb5a0,guitar,ShapeNet,db5e01167c49c793d5d673747c0e3adb,guitar,ShapeNet,False,guitar/ShapeNet/db5e01167c49c793d5d673747c0e3adb,guitar/ShapeNet/5beb3384470cfb3e18edda4db8cbb5a0,True,guitar,guitar,0,"['the', 'headstock', 'has', 'two', 'points', 'at', 'its', 'top']",8,the headstock has two points at its top,train,train,train,train,"[1, 10, 3882, 24, 17, 298, 98, 5, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
77450,user_354,Its body is shaped like a star,369J354OFF32EENULDGCKSLE9HNG65,38.0,10d2c216c70b788485b61f146daff2fb,guitar,ShapeNet,798c7b38b096e7cbeccd82bb51193a7f,guitar,ShapeNet,False,guitar/ShapeNet/798c7b38b096e7cbeccd82bb51193a7f,guitar/ShapeNet/10d2c216c70b788485b61f146daff2fb,False,guitar,guitar,0,"['its', 'body', 'is', 'shaped', 'like', 'a', 'star']",7,its body is shaped like a star,train,train,train,train,"[1, 5, 45, 7, 14, 35, 26, 683, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
77451,user_1644,The neck is longer.,3NG53N1RLXCVV5ZHHB3XYFVXG5U8PL,35.0,10d2c216c70b788485b61f146daff2fb,guitar,ShapeNet,798c7b38b096e7cbeccd82bb51193a7f,guitar,ShapeNet,False,guitar/ShapeNet/798c7b38b096e7cbeccd82bb51193a7f,guitar/ShapeNet/10d2c216c70b788485b61f146daff2fb,False,guitar,guitar,0,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,train,train,train,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
77453,user_1143,The target has a wider neck,3RWE2M8QWJ3DAVI16SDQ1BKKXOQ0NV,19.0,bf7026f9814230414269db3f92b7aa5e,guitar,ShapeNet,3f287ca94b719bec282708d01f090528,guitar,ShapeNet,False,guitar/ShapeNet/3f287ca94b719bec282708d01f090528,guitar/ShapeNet/bf7026f9814230414269db3f92b7aa5e,True,guitar,guitar,0,"['the', 'target', 'has', 'a', 'wide', '-er', 'neck']",7,the target has a wide -er neck,train,train,train,train,"[1, 10, 11, 24, 26, 83, 9, 509, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
77456,user_361,The body is shorter,373ERPL3YQ1Z527KX1IHU6RZVUKTRS,28.0,601e01d49a1daf2c79f4a19b034b33f,guitar,ShapeNet,d157227240617cac755f5f999c69a058,guitar,ShapeNet,False,guitar/ShapeNet/d157227240617cac755f5f999c69a058,guitar/ShapeNet/601e01d49a1daf2c79f4a19b034b33f,False,guitar,guitar,0,"['the', 'body', 'is', 'short', '-er']",5,the body is short -er,train,train,train,train,"[1, 10, 45, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
77457,user_1607,the headstock has two pointed tips,3S96KQ6I9OX54SOFF0NXPHAVGTJDTW,102.0,601e01d49a1daf2c79f4a19b034b33f,guitar,ShapeNet,d157227240617cac755f5f999c69a058,guitar,ShapeNet,False,guitar/ShapeNet/d157227240617cac755f5f999c69a058,guitar/ShapeNet/601e01d49a1daf2c79f4a19b034b33f,False,guitar,guitar,0,"['the', 'headstock', 'has', 'two', 'pointed', 'tips']",6,the headstock has two pointed tips,train,train,train,train,"[1, 10, 3882, 24, 17, 387, 878, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
77459,user_1598,The target has five tuners on the headstock.,33NF62TLXLVJ4VYKVNVGROIC207JKS,154.0,1b7aed896667193ed5006a9fa189ec8a,guitar,ShapeNet,7e78c9080d79e7d3c0177b7521e73828,guitar,ShapeNet,False,guitar/ShapeNet/7e78c9080d79e7d3c0177b7521e73828,guitar/ShapeNet/1b7aed896667193ed5006a9fa189ec8a,False,guitar,guitar,0,"['the', 'target', 'has', 'five', 'tuners', 'on', 'the', 'headstock']",8,the target has five tuners on the headstock,train,train,train,train,"[1, 10, 11, 24, 953, 3887, 20, 10, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
77460,user_354,Its tuners are all on the left side of its headstock,358010RM5GMYFQXLBVOOK618TYIXV9,59.0,de630541c5d2a44e4bfcfdb26b8cb2c3,guitar,ShapeNet,4709e55a82a63f64d57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/4709e55a82a63f64d57700c05b1862d8,guitar/ShapeNet/de630541c5d2a44e4bfcfdb26b8cb2c3,False,guitar,guitar,0,"['its', 'tuners', 'are', 'all', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",11,its tuners are all on the left side of its headstock,train,train,train,train,"[1, 5, 3887, 16, 367, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0, 0, 0]",head
77461,user_1577,body is very complicated with lots of points and protrusions,3300DTYQT4AX4IANUR4MQUHTW1FQEO,74.0,de630541c5d2a44e4bfcfdb26b8cb2c3,guitar,ShapeNet,4709e55a82a63f64d57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/4709e55a82a63f64d57700c05b1862d8,guitar/ShapeNet/de630541c5d2a44e4bfcfdb26b8cb2c3,False,guitar,guitar,0,"['body', 'is', 'very', 'complicated', 'with', 'lots', 'of', 'points', 'and', 'protrusions']",10,body is very complicated with lots of points and protrusions,train,train,train,train,"[1, 45, 7, 62, 1104, 121, 1349, 38, 298, 47, 252, 2, 0, 0, 0, 0, 0, 0]",body
77465,user_1601,The target guitar has a very plain V-body.,3K772S5NPA4KRPBKB1HSHGPS5NDEHS,180.0,b6d2d35747549a5b93f0194265a9746c,guitar,ShapeNet,77095861248c816693f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/77095861248c816693f0194265a9746c,guitar/ShapeNet/b6d2d35747549a5b93f0194265a9746c,True,guitar,guitar,0,"['the', 'target', 'guitar', 'has', 'a', 'very', 'plain', 'v', 'body']",9,the target guitar has a very plain v body,train,train,train,train,"[1, 10, 11, 757, 24, 26, 62, 559, 384, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
